Quarter,Comparison_Type,Group,Metric,Current_Value,Comparison_Value,Absolute_Change,Percent_Change,Direction
FY2024Q2,vs 4Q Avg (FY2023Q2-FY2024Q1),SMB - New Business,Win Rate (Count),25.543478260869566,19.268628810216985,6.274849450652582,32.5651062795159,Increase
FY2024Q2,vs 4Q Avg (FY2023Q2-FY2024Q1),SMB - New Business,Won ARR,253492.53999999998,331257.78250000003,-77765.24250000005,-23.47574807544334,Decrease
FY2024Q3,QoQ vs FY2024Q2,Enterprise,# of Opps,571.0,498.0,73.0,14.65863453815261,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise,# of Won Opps,211.0,191.0,20.0,10.471204188481675,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise,Avg Sales Price,6945.392464454977,9166.499947643977,-2221.107483189,-24.230704149623445,Decrease
FY2024Q3,QoQ vs FY2024Q2,Enterprise,Total ARR,6055725.37,5436000.94,619724.4299999997,11.400373856447487,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise,Won ARR,1465477.81,1750801.4899999998,-285323.6799999997,-16.296746468955757,Decrease
FY2024Q3,YoY vs FY2023Q3,Enterprise,# of Opps,571.0,823.0,-252.0,-30.619684082624545,Decrease
FY2024Q3,YoY vs FY2023Q3,Enterprise,Avg Sales Price,6945.392464454977,5626.260192307693,1319.1322721472843,23.445987690914507,Increase
FY2024Q3,YoY vs FY2023Q3,Enterprise,Total ARR,6055725.37,1170262.12,4885463.25,417.467434560729,Increase
FY2024Q3,YoY vs FY2023Q3,Enterprise,Win Rate (Count),36.952714535901926,25.273390036452003,11.679324499449923,46.211942610804265,Increase
FY2024Q3,YoY vs FY2023Q3,Enterprise,Won ARR,1465477.81,1170262.12,295215.68999999994,25.22645866722576,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise,# of Opps,571.0,660.25,-89.25,-13.517606967057933,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise,# of Won Opps,211.0,194.0,17.0,8.762886597938143,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise,Total ARR,6055725.37,3667038.085,2388687.285,65.13941850702105,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise,Win Rate (Count),36.952714535901926,30.187151097713205,6.765563438188721,22.412063385144148,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise,Won ARR,1465477.81,1352781.85,112695.95999999996,8.330682437822473,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise - Expansion,# of Opps,313.0,224.0,89.0,39.732142857142854,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise - Expansion,# of Won Opps,181.0,143.0,38.0,26.573426573426573,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise - Expansion,Avg Sales Price,6255.042928176796,7688.241398601399,-1433.1984704246033,-18.641434316634786,Decrease
FY2024Q3,QoQ vs FY2024Q2,Enterprise - Expansion,Total ARR,2618063.07,1878338.81,739724.2599999998,39.38183335518685,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise - Expansion,Win Rate (Count),57.82747603833865,63.83928571428571,-6.011809675947056,-9.41710047141357,Decrease
FY2024Q3,YoY vs FY2023Q3,Enterprise - Expansion,# of Opps,313.0,392.0,-79.0,-20.153061224489797,Decrease
FY2024Q3,YoY vs FY2023Q3,Enterprise - Expansion,# of Won Opps,181.0,166.0,15.0,9.036144578313253,Increase
FY2024Q3,YoY vs FY2023Q3,Enterprise - Expansion,Total ARR,2618063.07,1010971.72,1607091.3499999999,158.96501536165619,Increase
FY2024Q3,YoY vs FY2023Q3,Enterprise - Expansion,Win Rate (Count),57.82747603833865,42.3469387755102,15.480537262828449,36.556449439932244,Increase
FY2024Q3,YoY vs FY2023Q3,Enterprise - Expansion,Won ARR,1132162.77,1010971.72,121191.05000000005,11.987580621938667,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - Expansion,# of Opps,313.0,318.75,-5.75,-1.803921568627451,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - Expansion,# of Won Opps,181.0,154.75,26.25,16.962843295638123,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - Expansion,Total ARR,2618063.07,1737835.4,880227.6699999999,50.650807895845595,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - Expansion,Win Rate (Count),57.82747603833865,50.06886660773199,7.758609430606661,15.495875893081474,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - Expansion,Won ARR,1132162.77,979290.6675000001,152872.10249999992,15.610493142987082,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise - New Business,# of Opps,258.0,274.0,-16.0,-5.839416058394161,Decrease
FY2024Q3,QoQ vs FY2024Q2,Enterprise - New Business,# of Won Opps,30.0,48.0,-18.0,-37.5,Decrease
FY2024Q3,QoQ vs FY2024Q2,Enterprise - New Business,Avg Sales Cycle,108.5,93.8125,14.6875,15.656229180546303,Increase
FY2024Q3,QoQ vs FY2024Q2,Enterprise - New Business,Avg Sales Price,11110.501333333335,13570.478541666665,-2459.97720833333,-18.127416809806967,Decrease
FY2024Q3,QoQ vs FY2024Q2,Enterprise - New Business,Total ARR,3437662.3,3557662.13,-119999.83000000007,-3.372996805629771,Decrease
FY2024Q3,QoQ vs FY2024Q2,Enterprise - New Business,Win Rate (Count),11.627906976744185,17.51824817518248,-5.890341198438296,-33.624031007751945,Decrease
FY2024Q3,QoQ vs FY2024Q2,Enterprise - New Business,Won ARR,333315.04000000004,651382.97,-318067.92999999993,-48.82963550612936,Decrease
FY2024Q3,YoY vs FY2023Q3,Enterprise - New Business,# of Opps,258.0,431.0,-173.0,-40.13921113689095,Decrease
FY2024Q3,YoY vs FY2023Q3,Enterprise - New Business,# of Won Opps,30.0,42.0,-12.0,-28.57142857142857,Decrease
FY2024Q3,YoY vs FY2023Q3,Enterprise - New Business,Avg Sales Price,11110.501333333335,3792.6285714285714,7317.872761904764,192.94989277445475,Increase
FY2024Q3,YoY vs FY2023Q3,Enterprise - New Business,Total ARR,3437662.3,159290.4,3278371.9,2058.1101560420466,Increase
FY2024Q3,YoY vs FY2023Q3,Enterprise - New Business,Won ARR,333315.04000000004,159290.4,174024.64000000004,109.24992341032483,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - New Business,# of Opps,258.0,341.5,-83.5,-24.45095168374817,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - New Business,# of Won Opps,30.0,39.25,-9.25,-23.56687898089172,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - New Business,Avg Sales Cycle,108.5,78.80915178571428,29.690848214285722,37.67436590995994,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - New Business,Avg Sales Price,11110.501333333335,9347.205555059523,1763.2957782738122,18.864416406455966,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Enterprise - New Business,Total ARR,3437662.3,1929202.685,1508459.6149999998,78.1908312034098,Increase
FY2024Q3,QoQ vs FY2024Q2,Expansion,# of Opps,783.0,586.0,197.0,33.617747440273035,Increase
FY2024Q3,QoQ vs FY2024Q2,Expansion,# of Won Opps,472.0,365.0,107.0,29.315068493150687,Increase
FY2024Q3,QoQ vs FY2024Q2,Expansion,Avg Sales Price,5240.525508474577,5767.402712328766,-526.8772038541892,-9.135432882602478,Decrease
FY2024Q3,QoQ vs FY2024Q2,Expansion,Total ARR,5187973.98,3896702.46,1291271.5200000005,33.137544712613256,Increase
FY2024Q3,QoQ vs FY2024Q2,Expansion,Won ARR,2473528.04,2105101.9899999998,368426.0500000003,17.501577203867463,Increase
FY2024Q3,YoY vs FY2023Q3,Expansion,# of Opps,783.0,1066.0,-283.0,-26.547842401500937,Decrease
FY2024Q3,YoY vs FY2023Q3,Expansion,# of Won Opps,472.0,495.0,-23.0,-4.646464646464646,Decrease
FY2024Q3,YoY vs FY2023Q3,Expansion,Avg Sales Cycle,63.82415254237288,49.16161616161616,14.66253638075672,29.825171598416176,Increase
FY2024Q3,YoY vs FY2023Q3,Expansion,Avg Sales Price,5240.525508474577,4497.491191919191,743.0343165553859,16.521084419029506,Increase
FY2024Q3,YoY vs FY2023Q3,Expansion,Total ARR,5187973.98,2226258.14,2961715.8400000003,133.03559846837888,Increase
FY2024Q3,YoY vs FY2023Q3,Expansion,Win Rate (Count),60.28097062579821,46.43527204502814,13.845698580770069,29.817201388082616,Increase
FY2024Q3,YoY vs FY2023Q3,Expansion,Won ARR,2473528.04,2226258.1399999997,247269.90000000037,11.106973425822057,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Expansion,# of Opps,783.0,820.25,-37.25,-4.5412983846388295,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Expansion,# of Won Opps,472.0,410.5,61.5,14.981729598051158,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Expansion,Avg Sales Cycle,63.82415254237288,52.7332168314126,11.09093571096028,21.032162225979608,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Expansion,Total ARR,5187973.98,3304677.495,1883296.4850000003,56.988813215493515,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Expansion,Win Rate (Count),60.28097062579821,51.308543982836596,8.972426642961615,17.48719793327796,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Expansion,Won ARR,2473528.04,2031918.9299999997,441609.11000000034,21.733598889203734,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market,# of Opps,482.0,439.0,43.0,9.79498861047836,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market,# of Won Opps,208.0,174.0,34.0,19.54022988505747,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market,Avg Sales Cycle,62.64423076923077,74.22413793103448,-11.57990716180371,-15.601268650049136,Decrease
FY2024Q3,QoQ vs FY2024Q2,Mid Market,Avg Sales Price,6037.203269230769,5158.722413793103,878.4808554376659,17.029039071550603,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market,Total ARR,3720759.71,3001790.85,718968.8599999999,23.951330919674163,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market,Won ARR,1255738.28,897617.7000000001,358120.57999999996,39.89678233840531,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market,# of Opps,482.0,877.0,-395.0,-45.03990877993159,Decrease
FY2024Q3,YoY vs FY2023Q3,Mid Market,# of Won Opps,208.0,266.0,-58.0,-21.804511278195488,Decrease
FY2024Q3,YoY vs FY2023Q3,Mid Market,Avg Sales Cycle,62.64423076923077,52.46992481203007,10.174305957200694,19.390738587199145,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market,Avg Sales Price,6037.203269230769,3262.4079699248123,2774.795299305957,85.05359614389083,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market,Total ARR,3720759.71,867800.52,2852959.19,328.75748795356793,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market,Win Rate (Count),43.15352697095436,30.33067274800456,12.8228542229498,42.276853960627726,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market,Won ARR,1255738.28,867800.52,387937.76,44.703563901989824,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market,# of Opps,482.0,648.0,-166.0,-25.617283950617285,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market,# of Won Opps,208.0,198.25,9.75,4.918032786885246,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market,Avg Sales Price,6037.203269230769,4648.90426749244,1388.299001738329,29.862929452990432,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market,Total ARR,3720759.71,2099395.9875,1621363.7225000001,77.23000959103244,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market,Win Rate (Count),43.15352697095436,31.514588268599063,11.638938702355297,36.9319078617069,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market,Won ARR,1255738.28,889225.06,366513.22,41.21714923328859,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market - Expansion,# of Opps,271.0,221.0,50.0,22.624434389140273,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market - Expansion,# of Won Opps,176.0,137.0,39.0,28.467153284671532,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market - Expansion,Avg Sales Cycle,58.375,71.86131386861314,-13.486313868613138,-18.7671406805485,Decrease
FY2024Q3,QoQ vs FY2024Q2,Mid Market - Expansion,Total ARR,1700544.15,1417217.81,283326.33999999985,19.99172872375911,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market - Expansion,Won ARR,895451.1699999999,669347.0,226104.16999999993,33.7798137587828,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - Expansion,# of Opps,271.0,387.0,-116.0,-29.97416020671835,Decrease
FY2024Q3,YoY vs FY2023Q3,Mid Market - Expansion,# of Won Opps,176.0,183.0,-7.0,-3.825136612021858,Decrease
FY2024Q3,YoY vs FY2023Q3,Mid Market - Expansion,Avg Sales Cycle,58.375,47.51912568306011,10.85587431693989,22.845273689052433,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - Expansion,Avg Sales Price,5087.790738636363,3946.981092896175,1140.809645740188,28.903347112390055,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - Expansion,Total ARR,1700544.15,722297.54,978246.6099999999,135.435406577738,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - Expansion,Win Rate (Count),64.94464944649447,47.286821705426355,17.65782774106811,37.34196358357027,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - Expansion,Won ARR,895451.1699999999,722297.54,173153.6299999999,23.972617987872404,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - Expansion,# of Opps,271.0,295.5,-24.5,-8.29103214890017,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - Expansion,# of Won Opps,176.0,143.75,32.25,22.434782608695652,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - Expansion,Total ARR,1700544.15,1038080.6075,662463.5424999999,63.816194784276405,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - Expansion,Win Rate (Count),64.94464944649447,50.002006321218715,14.942643125275751,29.884087108990126,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - Expansion,Won ARR,895451.1699999999,678711.255,216739.91499999992,31.934038724611973,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market - New Business,# of Opps,211.0,218.0,-7.0,-3.211009174311927,Decrease
FY2024Q3,QoQ vs FY2024Q2,Mid Market - New Business,# of Won Opps,32.0,37.0,-5.0,-13.513513513513514,Decrease
FY2024Q3,QoQ vs FY2024Q2,Mid Market - New Business,Avg Sales Price,11258.9721875,6169.478378378379,5089.493809121621,82.49471830484593,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market - New Business,Total ARR,2020215.56,1584573.04,435642.52,27.4927383593501,Increase
FY2024Q3,QoQ vs FY2024Q2,Mid Market - New Business,Won ARR,360287.11,228270.7,132016.40999999997,57.833269885272166,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - New Business,# of Opps,211.0,490.0,-279.0,-56.93877551020409,Decrease
FY2024Q3,YoY vs FY2023Q3,Mid Market - New Business,# of Won Opps,32.0,83.0,-51.0,-61.44578313253012,Decrease
FY2024Q3,YoY vs FY2023Q3,Mid Market - New Business,Avg Sales Cycle,86.125,63.3855421686747,22.739457831325304,35.87483368180955,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - New Business,Avg Sales Price,11258.9721875,1753.0479518072286,9505.924235692772,542.251238814834,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - New Business,Total ARR,2020215.56,145502.98,1874712.58,1288.435865712166,Increase
FY2024Q3,YoY vs FY2023Q3,Mid Market - New Business,Won ARR,360287.11,145502.97999999998,214784.13,147.61493544668295,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - New Business,# of Opps,211.0,352.5,-141.5,-40.14184397163121,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - New Business,# of Won Opps,32.0,54.5,-22.5,-41.284403669724774,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - New Business,Avg Sales Cycle,86.125,66.80171211874524,19.323287881254757,28.926336269504755,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - New Business,Avg Sales Price,11258.9721875,4408.001936713068,6850.9702507869315,155.42121689482562,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - New Business,Total ARR,2020215.56,1061315.38,958900.1800000002,90.35016339817862,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Mid Market - New Business,Won ARR,360287.11,210513.805,149773.305,71.14654784753903,Increase
FY2024Q3,QoQ vs FY2024Q2,New Business,# of Opps,667.0,676.0,-9.0,-1.3313609467455623,Decrease
FY2024Q3,QoQ vs FY2024Q2,New Business,# of Won Opps,100.0,132.0,-32.0,-24.242424242424242,Decrease
FY2024Q3,QoQ vs FY2024Q2,New Business,Avg Sales Price,9780.972600000001,8584.440984848485,1196.5316151515162,13.938375454655594,Increase
FY2024Q3,QoQ vs FY2024Q2,New Business,Total ARR,6794919.21,6269588.98,525330.2299999995,8.379021841396682,Increase
FY2024Q3,QoQ vs FY2024Q2,New Business,Won ARR,978097.26,1133146.21,-155048.94999999995,-13.683048897988193,Decrease
FY2024Q3,YoY vs FY2023Q3,New Business,# of Opps,667.0,1820.0,-1153.0,-63.35164835164835,Decrease
FY2024Q3,YoY vs FY2023Q3,New Business,# of Won Opps,100.0,309.0,-209.0,-67.63754045307444,Decrease
FY2024Q3,YoY vs FY2023Q3,New Business,Avg Sales Cycle,77.31,48.46601941747573,28.843980582524274,59.51382211538462,Increase
FY2024Q3,YoY vs FY2023Q3,New Business,Avg Sales Price,9780.972600000001,2091.710291262136,7689.262308737865,367.60646734200327,Increase
FY2024Q3,YoY vs FY2023Q3,New Business,Total ARR,6794919.21,646338.48,6148580.73,951.2942398230724,Increase
FY2024Q3,YoY vs FY2023Q3,New Business,Won ARR,978097.26,646338.48,331758.78,51.32895383236351,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),New Business,# of Opps,667.0,1307.25,-640.25,-48.976859820233315,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),New Business,# of Won Opps,100.0,216.0,-116.0,-53.70370370370371,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),New Business,Avg Sales Cycle,77.31,55.272178613234175,22.037821386765827,39.87145421021847,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),New Business,Avg Sales Price,9780.972600000001,4943.698845623399,4837.273754376602,97.847257800887,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),New Business,Total ARR,6794919.21,4012567.2875,2782351.9225,69.34094117667802,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),New Business,Won ARR,978097.26,893065.91,85031.34999999998,9.521284940772173,Increase
FY2024Q3,QoQ vs FY2024Q2,Overall Inquarter,# of Opps,671.0,619.0,52.0,8.40064620355412,Increase
FY2024Q3,QoQ vs FY2024Q2,Overall Inquarter,# of Won Opps,283.0,266.0,17.0,6.390977443609022,Increase
FY2024Q3,QoQ vs FY2024Q2,Overall Inquarter,Total ARR,4608040.27,4166343.62,441696.64999999944,10.601541550238226,Increase
FY2024Q3,QoQ vs FY2024Q2,Overall Inquarter,Won ARR,1492362.19,1427976.69,64385.5,4.508862115949526,Increase
FY2024Q3,YoY vs FY2023Q3,Overall Inquarter,# of Opps,671.0,1577.0,-906.0,-57.450856055802156,Decrease
FY2024Q3,YoY vs FY2023Q3,Overall Inquarter,# of Won Opps,283.0,557.0,-274.0,-49.19210053859964,Decrease
FY2024Q3,YoY vs FY2023Q3,Overall Inquarter,Avg Sales Price,5273.364628975265,2723.34565529623,2550.0189736790353,93.63552396369087,Increase
FY2024Q3,YoY vs FY2023Q3,Overall Inquarter,Total ARR,4608040.27,1516903.53,3091136.7399999993,203.7793886602663,Increase
FY2024Q3,YoY vs FY2023Q3,Overall Inquarter,Win Rate (Count),42.17585692995529,35.32022828154724,6.85562864840805,19.40992168499012,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Inquarter,# of Opps,671.0,1063.75,-392.75,-36.92126909518214,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Inquarter,# of Won Opps,283.0,386.25,-103.25,-26.731391585760516,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Inquarter,Avg Sales Price,5273.364628975265,4048.4363021315517,1224.9283268437134,30.25682597991658,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Inquarter,Total ARR,4608040.27,3019534.05,1588506.2199999997,52.607660443504514,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Inquarter,Win Rate (Count),42.17585692995529,37.15221455987812,5.0236423700771695,13.521784447009422,Increase
FY2024Q3,QoQ vs FY2024Q2,Overall Total,# of Opps,1450.0,1262.0,188.0,14.896988906497624,Increase
FY2024Q3,QoQ vs FY2024Q2,Overall Total,# of Won Opps,572.0,497.0,75.0,15.090543259557343,Increase
FY2024Q3,QoQ vs FY2024Q2,Overall Total,Total ARR,11982893.19,10166291.44,1816601.75,17.8688734306047,Increase
FY2024Q3,QoQ vs FY2024Q2,Overall Total,Won ARR,3451625.3,3238248.2,213377.09999999963,6.58927564601131,Increase
FY2024Q3,YoY vs FY2023Q3,Overall Total,# of Opps,1450.0,2886.0,-1436.0,-49.757449757449756,Decrease
FY2024Q3,YoY vs FY2023Q3,Overall Total,# of Won Opps,572.0,804.0,-232.0,-28.855721393034827,Decrease
FY2024Q3,YoY vs FY2023Q3,Overall Total,Avg Sales Cycle,66.18181818181819,48.89427860696517,17.287539574853014,35.35697850011911,Increase
FY2024Q3,YoY vs FY2023Q3,Overall Total,Avg Sales Price,6034.309965034965,3572.881368159204,2461.428596875761,68.89197662176848,Increase
FY2024Q3,YoY vs FY2023Q3,Overall Total,Total ARR,11982893.19,2872596.62,9110296.57,317.14500067886314,Increase
FY2024Q3,YoY vs FY2023Q3,Overall Total,Win Rate (Count),39.44827586206897,27.85862785862786,11.58964800344111,41.60164693772517,Increase
FY2024Q3,YoY vs FY2023Q3,Overall Total,Won ARR,3451625.3,2872596.62,579028.6799999997,20.156978392601456,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Total,# of Opps,1450.0,2127.5,-677.5,-31.8448883666275,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Total,# of Won Opps,572.0,626.5,-54.5,-8.699122106943335,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Total,Avg Sales Cycle,66.18181818181819,53.41735257451887,12.764465607299314,23.895728620194134,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Total,Avg Sales Price,6034.309965034965,4874.355955905763,1159.954009129202,23.79707226190166,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Total,Total ARR,11982893.19,7317244.782500001,4665648.407499999,63.76236611160546,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Total,Win Rate (Count),39.44827586206897,30.635129626928006,8.813146235140962,28.76810492551102,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),Overall Total,Won ARR,3451625.3,2924984.84,526640.46,18.00489536896198,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB,# of Opps,397.0,325.0,72.0,22.153846153846153,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB,# of Won Opps,153.0,132.0,21.0,15.909090909090908,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB,Avg Sales Cycle,51.59477124183007,41.06060606060606,10.534165181224004,25.65516243397728,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB,Total ARR,2206408.11,1728499.65,477908.45999999996,27.648744967926376,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB,Won ARR,730409.21,589829.01,140580.19999999995,23.83405997612765,Increase
FY2024Q3,YoY vs FY2023Q3,SMB,# of Opps,397.0,1186.0,-789.0,-66.52613827993254,Decrease
FY2024Q3,YoY vs FY2023Q3,SMB,# of Won Opps,153.0,330.0,-177.0,-53.63636363636364,Decrease
FY2024Q3,YoY vs FY2023Q3,SMB,Avg Sales Cycle,51.59477124183007,23.875757575757575,27.71901366607249,116.09689693874759,Increase
FY2024Q3,YoY vs FY2023Q3,SMB,Avg Sales Price,4773.916405228758,2528.8908484848484,2245.0255567439094,88.77510700349075,Increase
FY2024Q3,YoY vs FY2023Q3,SMB,Total ARR,2206408.11,834533.98,1371874.13,164.38804924396246,Increase
FY2024Q3,YoY vs FY2023Q3,SMB,Win Rate (Count),38.539042821158695,27.82462057335582,10.714422247802876,38.50698419967942,Increase
FY2024Q3,YoY vs FY2023Q3,SMB,Won ARR,730409.21,834533.98,-104124.77000000002,-12.476995843836104,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),SMB,# of Opps,397.0,819.25,-422.25,-51.541043637473294,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),SMB,# of Won Opps,153.0,234.25,-81.25,-34.68516542155816,Decrease
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),SMB,Avg Sales Cycle,51.59477124183007,32.69907268264994,18.895698559180126,57.786649617149976,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),SMB,Avg Sales Price,4773.916405228758,3199.2635763822127,1574.6528288465452,49.219227839526496,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),SMB,Total ARR,2206408.11,1550810.71,655597.3999999999,42.2744952541629,Increase
FY2024Q3,vs 4Q Avg (FY2023Q3-FY2024Q2),SMB,Win Rate (Count),38.539042821158695,30.501632076584265,8.03741074457443,26.35075632803483,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB - Expansion,# of Opps,199.0,141.0,58.0,41.13475177304964,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB - Expansion,# of Won Opps,115.0,85.0,30.0,35.294117647058826,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB - Expansion,Avg Sales Cycle,53.68695652173913,33.15294117647059,20.534015345268536,61.93723578239266,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB - Expansion,Total ARR,869366.76,601145.84,268220.92000000004,44.61827765455385,Increase
FY2024Q3,QoQ vs FY2024Q2,SMB - Expansion,Won ARR,445914.1,336336.47000000003,109577.62999999995,32.57976454352391,Increase
FY2024Q3,YoY vs FY2023Q3,SMB - Expansion,# of Opps,199.0,287.0,-88.0,-30.66202090592334,Decrease
FY2024Q3,YoY vs FY2023Q3,SMB - Expansion,# of Won Opps,115.0,146.0,-31.0,-21.232876712328768,Decrease
