SFDC ID 18 Digit,Created Date,SQO Date,SAO Date,Close Date,Timestamp: Solution Validation,Source,Segment - historical,Bookings Type,Stage,ARR Change,Account Name,Opportunity Name,Owner Name,Product,Lead Source
00Q000000000001568,2025-05-09 10:16:21.705135,2025-05-23 10:16:21.705135,,,,Success,SMB,Expansion,Proposal,0.0,Account_1568,Opportunity_1568,Rep_43,Mobile,Partner
00Q000000000001569,2024-12-13 10:16:21.705135,,,,,AE,SMB,Expansion,Qualification,0.0,Account_1569,Opportunity_1569,Rep_18,Platform,Partner
00Q000000000001570,2024-07-13 10:16:21.705135,,,,,Marketing,Mid Market,Expansion,Prospecting,0.0,Account_1570,Opportunity_1570,Rep_03,Mobile,Partner
00Q000000000001571,2025-05-03 10:16:21.705135,,,,,Channel,Mid Market,New Business,Qualification,0.0,Account_1571,Opportunity_1571,Rep_47,Mobile,Event
00Q000000000001572,2023-11-02 10:16:21.705135,2023-11-09 10:16:21.705135,2023-11-30 10:16:21.705135,2024-01-19 10:16:21.705135,2023-11-30 10:16:21.705135,Channel,SMB,Expansion,Closed Lost,0.0,Account_1572,Opportunity_1572,Rep_40,Mobile,Cold Call
00Q000000000001573,2025-01-25 10:16:21.705135,,,,,Channel,SMB,New Business,Qualification,0.0,Account_1573,Opportunity_1573,Rep_29,Integrations,Event
00Q000000000001574,2023-12-18 10:16:21.705135,,,,,BDR,Enterprise,Expansion,Prospecting,0.0,Account_1574,Opportunity_1574,Rep_11,Mobile,Partner
00Q000000000001575,2024-03-20 10:16:21.705135,2024-03-26 10:16:21.705135,,,,Channel,Enterprise,New Business,Qualification,0.0,Account_1575,Opportunity_1575,Rep_35,Mobile,Partner
00Q000000000001576,2025-06-28 10:16:21.705135,2025-07-07 10:16:21.705135,,,,Success,Enterprise,Expansion,Proposal,0.0,Account_1576,Opportunity_1576,Rep_29,Integrations,Partner
00Q000000000001577,2023-09-23 10:16:21.705135,2023-10-02 10:16:21.705135,2023-10-04 10:16:21.705135,,2023-10-04 10:16:21.705135,Channel,Enterprise,New Business,Proposal,0.0,Account_1577,Opportunity_1577,Rep_43,Integrations,Referral
00Q000000000001578,2024-02-10 10:16:21.705135,2024-02-11 10:16:21.705135,,,,Channel,SMB,New Business,Proposal,0.0,Account_1578,Opportunity_1578,Rep_12,Platform,Website
00Q000000000001579,2024-04-01 10:16:21.705135,2024-04-09 10:16:21.705135,,,,Channel,SMB,New Business,Proposal,0.0,Account_1579,Opportunity_1579,Rep_18,Mobile,Cold Call
00Q000000000001580,2023-12-11 10:16:21.705135,,,,,BDR,Mid Market,New Business,Prospecting,0.0,Account_1580,Opportunity_1580,Rep_45,Mobile,Event
00Q000000000001581,2023-08-13 10:16:21.705135,2023-08-19 10:16:21.705135,2023-08-21 10:16:21.705135,,2023-08-21 10:16:21.705135,Channel,SMB,New Business,Negotiation,0.0,Account_1581,Opportunity_1581,Rep_39,Integrations,Partner
00Q000000000001582,2025-01-25 10:16:21.705135,2025-02-02 10:16:21.705135,2025-02-02 10:16:21.705135,2025-04-02 10:16:21.705135,2025-02-02 10:16:21.705135,Channel,Enterprise,Expansion,Closed Won,26581.040295292514,Account_1582,Opportunity_1582,Rep_27,Integrations,Website
00Q000000000001583,2024-03-03 10:16:21.705135,2024-03-12 10:16:21.705135,,,,Success,SMB,Expansion,Proposal,0.0,Account_1583,Opportunity_1583,Rep_43,Integrations,Partner
00Q000000000001584,2024-03-26 10:16:21.705135,2024-04-04 10:16:21.705135,,,,AE,Mid Market,Expansion,Proposal,0.0,Account_1584,Opportunity_1584,Rep_21,Mobile,Partner
00Q000000000001585,2024-04-08 10:16:21.705135,2024-04-20 10:16:21.705135,2024-04-23 10:16:21.705135,,2024-04-23 10:16:21.705135,AE,SMB,New Business,Proposal,0.0,Account_1585,Opportunity_1585,Rep_44,Mobile,Event
00Q000000000001586,2024-03-24 10:16:21.705135,2024-03-30 10:16:21.705135,2024-03-31 10:16:21.705135,,2024-03-31 10:16:21.705135,AE,Mid Market,Expansion,Proposal,0.0,Account_1586,Opportunity_1586,Rep_15,Integrations,Partner
00Q000000000001587,2025-02-03 10:16:21.705135,2025-02-06 10:16:21.705135,2025-02-13 10:16:21.705135,,2025-02-13 10:16:21.705135,Success,Enterprise,Expansion,Proposal,0.0,Account_1587,Opportunity_1587,Rep_04,Mobile,Cold Call
00Q000000000001588,2023-07-23 10:16:21.705135,,,,,Channel,Enterprise,Expansion,Qualification,0.0,Account_1588,Opportunity_1588,Rep_25,Mobile,Event
00Q000000000001589,2025-02-05 10:16:21.705135,2025-02-11 10:16:21.705135,2025-02-12 10:16:21.705135,,2025-02-12 10:16:21.705135,Channel,Mid Market,New Business,Negotiation,0.0,Account_1589,Opportunity_1589,Rep_21,Mobile,Event
00Q000000000001590,2024-11-28 10:16:21.705135,2024-12-03 10:16:21.705135,2024-12-03 10:16:21.705135,2025-01-11 10:16:21.705135,2024-12-03 10:16:21.705135,Marketing,Enterprise,New Business,Closed Won,150814.0,Account_1590,Opportunity_1590,Rep_09,Platform,Event
00Q000000000001591,2024-04-05 10:16:21.705135,2024-04-19 10:16:21.705135,,,,Channel,SMB,Expansion,Qualification,0.0,Account_1591,Opportunity_1591,Rep_04,Platform,Cold Call
00Q000000000001592,2025-04-23 10:16:21.705135,2025-05-02 10:16:21.705135,,,,BDR,Enterprise,Expansion,Qualification,0.0,Account_1592,Opportunity_1592,Rep_08,Platform,Referral
00Q000000000001593,2024-05-12 10:16:21.705135,,,,,BDR,Mid Market,Expansion,Qualification,0.0,Account_1593,Opportunity_1593,Rep_49,Mobile,Partner
00Q000000000001594,2023-09-22 10:16:21.705135,2023-09-23 10:16:21.705135,,,,Channel,SMB,New Business,Proposal,0.0,Account_1594,Opportunity_1594,Rep_33,Mobile,Partner
00Q000000000001595,2024-12-26 10:16:21.705135,2024-12-26 10:16:21.705135,,,,Marketing,Enterprise,Expansion,Qualification,0.0,Account_1595,Opportunity_1595,Rep_36,Platform,Referral
00Q000000000001596,2023-10-05 10:16:21.705135,,,,,Marketing,Mid Market,Expansion,Qualification,0.0,Account_1596,Opportunity_1596,Rep_17,Platform,Cold Call
00Q000000000001597,2023-10-01 10:16:21.705135,,,,,Success,Enterprise,New Business,Prospecting,0.0,Account_1597,Opportunity_1597,Rep_17,Platform,Cold Call
00Q000000000001598,2024-06-30 10:16:21.705135,,,,,Success,SMB,Expansion,Qualification,0.0,Account_1598,Opportunity_1598,Rep_04,Mobile,Partner
00Q000000000001599,2024-07-08 10:16:21.705135,2024-07-18 10:16:21.705135,,,,Success,SMB,Expansion,Proposal,0.0,Account_1599,Opportunity_1599,Rep_45,Platform,Partner
00Q000000000001600,2024-06-12 10:16:21.705135,2024-06-17 10:16:21.705135,2024-06-25 10:16:21.705135,,2024-06-25 10:16:21.705135,Marketing,Mid Market,Expansion,Negotiation,0.0,Account_1600,Opportunity_1600,Rep_22,Integrations,Referral
00Q000000000001601,2024-02-02 10:16:21.705135,2024-02-03 10:16:21.705135,,,,Success,Enterprise,Expansion,Qualification,0.0,Account_1601,Opportunity_1601,Rep_40,Integrations,Cold Call
00Q000000000001602,2025-06-13 10:16:21.705135,2025-06-24 10:16:21.705135,2025-06-26 10:16:21.705135,,2025-06-26 10:16:21.705135,BDR,Enterprise,Expansion,Negotiation,0.0,Account_1602,Opportunity_1602,Rep_32,Platform,Website
00Q000000000001603,2024-01-28 10:16:21.705135,2024-02-05 10:16:21.705135,2024-02-26 10:16:21.705135,,2024-02-26 10:16:21.705135,Success,Mid Market,New Business,Proposal,0.0,Account_1603,Opportunity_1603,Rep_04,Platform,Partner
00Q000000000001604,2024-08-15 10:16:21.705135,2024-08-28 10:16:21.705135,,,,AE,SMB,New Business,Proposal,0.0,Account_1604,Opportunity_1604,Rep_25,Integrations,Referral
00Q000000000001605,2024-06-12 10:16:21.705135,2024-06-20 10:16:21.705135,2024-06-28 10:16:21.705135,2024-07-27 10:16:21.705135,2024-06-28 10:16:21.705135,AE,Enterprise,New Business,Closed Won,210213.0,Account_1605,Opportunity_1605,Rep_45,Integrations,Website
00Q000000000001606,2024-12-24 10:16:21.705135,,,,,AE,Mid Market,Expansion,Qualification,0.0,Account_1606,Opportunity_1606,Rep_28,Mobile,Referral
00Q000000000001607,2024-04-26 10:16:21.705135,,,,,Success,Mid Market,Expansion,Qualification,0.0,Account_1607,Opportunity_1607,Rep_14,Integrations,Event
00Q000000000001608,2025-06-19 10:16:21.705135,,,,,AE,Mid Market,New Business,Prospecting,0.0,Account_1608,Opportunity_1608,Rep_42,Integrations,Event
00Q000000000001609,2024-03-18 10:16:21.705135,2024-03-19 10:16:21.705135,,,,Marketing,SMB,Expansion,Proposal,0.0,Account_1609,Opportunity_1609,Rep_40,Integrations,Partner
00Q000000000001610,2024-09-23 10:16:21.705135,2024-10-01 10:16:21.705135,2024-10-05 10:16:21.705135,2025-01-01 10:16:21.705135,2024-10-05 10:16:21.705135,BDR,Mid Market,Expansion,Closed Won,33961.21751697683,Account_1610,Opportunity_1610,Rep_31,Platform,Event
00Q000000000001611,2024-10-18 10:16:21.705135,2024-10-22 10:16:21.705135,,,,BDR,Enterprise,Expansion,Qualification,0.0,Account_1611,Opportunity_1611,Rep_18,Platform,Referral
00Q000000000001612,2025-02-05 10:16:21.705135,2025-02-14 10:16:21.705135,2025-03-02 10:16:21.705135,,2025-03-02 10:16:21.705135,BDR,Enterprise,Expansion,Proposal,0.0,Account_1612,Opportunity_1612,Rep_37,Platform,Referral
00Q000000000001613,2024-12-26 10:16:21.705135,2025-01-09 10:16:21.705135,,,,AE,Enterprise,New Business,Qualification,0.0,Account_1613,Opportunity_1613,Rep_08,Platform,Referral
00Q000000000001614,2024-03-07 10:16:21.705135,,,,,Marketing,Enterprise,Expansion,Prospecting,0.0,Account_1614,Opportunity_1614,Rep_08,Platform,Website
00Q000000000001615,2024-12-17 10:16:21.705135,2024-12-26 10:16:21.705135,2025-01-12 10:16:21.705135,2025-04-08 10:16:21.705135,2025-01-12 10:16:21.705135,Success,Mid Market,New Business,Closed Won,25951.0,Account_1615,Opportunity_1615,Rep_06,Mobile,Referral
00Q000000000001616,2024-07-31 10:16:21.705135,2024-08-01 10:16:21.705135,,,,AE,SMB,Expansion,Qualification,0.0,Account_1616,Opportunity_1616,Rep_38,Integrations,Website
00Q000000000001617,2024-11-21 10:16:21.705135,,,,,Success,Enterprise,Expansion,Prospecting,0.0,Account_1617,Opportunity_1617,Rep_21,Integrations,Website
00Q000000000001618,2023-08-20 10:16:21.705135,,,,,AE,Mid Market,New Business,Prospecting,0.0,Account_1618,Opportunity_1618,Rep_24,Mobile,Event
00Q000000000001619,2025-03-09 10:16:21.705135,2025-03-22 10:16:21.705135,,,,Marketing,SMB,Expansion,Qualification,0.0,Account_1619,Opportunity_1619,Rep_28,Mobile,Website
00Q000000000001620,2023-09-29 10:16:21.705135,,,,,AE,Mid Market,New Business,Qualification,0.0,Account_1620,Opportunity_1620,Rep_46,Platform,Event
00Q000000000001621,2023-07-17 10:16:21.705135,2023-07-25 10:16:21.705135,,,,Marketing,SMB,Expansion,Proposal,0.0,Account_1621,Opportunity_1621,Rep_03,Integrations,Partner
00Q000000000001622,2023-07-31 10:16:21.705135,2023-08-08 10:16:21.705135,2023-08-21 10:16:21.705135,,2023-08-21 10:16:21.705135,Marketing,Mid Market,New Business,Proposal,0.0,Account_1622,Opportunity_1622,Rep_35,Integrations,Partner
00Q000000000001623,2025-02-13 10:16:21.705135,2025-02-15 10:16:21.705135,,,,Success,Enterprise,New Business,Proposal,0.0,Account_1623,Opportunity_1623,Rep_28,Integrations,Partner
00Q000000000001624,2024-12-29 10:16:21.705135,2025-01-07 10:16:21.705135,,,,Success,SMB,Expansion,Proposal,0.0,Account_1624,Opportunity_1624,Rep_28,Platform,Event
00Q000000000001625,2024-10-22 10:16:21.705135,2024-10-31 10:16:21.705135,2024-11-12 10:16:21.705135,,2024-11-12 10:16:21.705135,BDR,Enterprise,New Business,Proposal,0.0,Account_1625,Opportunity_1625,Rep_28,Integrations,Event
00Q000000000001626,2024-10-23 10:16:21.705135,2024-11-02 10:16:21.705135,2024-11-19 10:16:21.705135,2024-12-12 10:16:21.705135,2024-11-19 10:16:21.705135,Success,Mid Market,New Business,Closed Won,20310.0,Account_1626,Opportunity_1626,Rep_24,Platform,Website
00Q000000000001627,2024-10-30 10:16:21.705135,2024-11-07 10:16:21.705135,,,,AE,Mid Market,Expansion,Qualification,0.0,Account_1627,Opportunity_1627,Rep_43,Integrations,Referral
00Q000000000001628,2024-11-26 10:16:21.705135,,,,,Channel,Enterprise,New Business,Prospecting,0.0,Account_1628,Opportunity_1628,Rep_06,Integrations,Partner
00Q000000000001629,2024-08-31 10:16:21.705135,2024-09-06 10:16:21.705135,,,,Success,Enterprise,Expansion,Qualification,0.0,Account_1629,Opportunity_1629,Rep_05,Mobile,Website
00Q000000000001630,2025-07-09 10:16:21.705135,2025-07-23 10:16:21.705135,2025-08-03 10:16:21.705135,,2025-08-03 10:16:21.705135,Channel,Enterprise,Expansion,Proposal,0.0,Account_1630,Opportunity_1630,Rep_32,Platform,Event
00Q000000000001631,2024-10-03 10:16:21.705135,2024-10-05 10:16:21.705135,,,,AE,Enterprise,Expansion,Qualification,0.0,Account_1631,Opportunity_1631,Rep_46,Integrations,Website
00Q000000000001632,2023-09-04 10:16:21.705135,,,,,AE,Enterprise,Expansion,Qualification,0.0,Account_1632,Opportunity_1632,Rep_30,Platform,Referral
00Q000000000001633,2023-12-02 10:16:21.705135,,,,,Success,Enterprise,New Business,Qualification,0.0,Account_1633,Opportunity_1633,Rep_40,Mobile,Event
00Q000000000001634,2023-07-21 10:16:21.705135,,,,,BDR,SMB,New Business,Qualification,0.0,Account_1634,Opportunity_1634,Rep_45,Mobile,Cold Call
00Q000000000001635,2024-03-18 10:16:21.705135,,,,,AE,Enterprise,Expansion,Qualification,0.0,Account_1635,Opportunity_1635,Rep_04,Mobile,Partner
00Q000000000001636,2025-05-02 10:16:21.705135,2025-05-02 10:16:21.705135,,,,Marketing,Enterprise,New Business,Proposal,0.0,Account_1636,Opportunity_1636,Rep_07,Integrations,Website
00Q000000000001637,2024-06-02 10:16:21.705135,,,,,Marketing,SMB,Expansion,Prospecting,0.0,Account_1637,Opportunity_1637,Rep_04,Integrations,Referral
00Q000000000001638,2024-02-05 10:16:21.705135,,,,,AE,Enterprise,Expansion,Qualification,0.0,Account_1638,Opportunity_1638,Rep_01,Mobile,Event
00Q000000000001639,2025-07-02 10:16:21.705135,2025-07-12 10:16:21.705135,,,,BDR,SMB,Expansion,Proposal,0.0,Account_1639,Opportunity_1639,Rep_42,Platform,Partner
00Q000000000001640,2024-12-31 10:16:21.705135,2025-01-09 10:16:21.705135,2025-01-15 10:16:21.705135,2025-03-08 10:16:21.705135,2025-01-15 10:16:21.705135,AE,SMB,Expansion,Closed Won,9096.420903600314,Account_1640,Opportunity_1640,Rep_27,Integrations,Website
00Q000000000001641,2025-04-15 10:16:21.705135,2025-04-23 10:16:21.705135,2025-05-08 10:16:21.705135,,2025-05-08 10:16:21.705135,AE,SMB,New Business,Negotiation,0.0,Account_1641,Opportunity_1641,Rep_03,Mobile,Event
00Q000000000001642,2023-08-31 10:16:21.705135,,,,,AE,Enterprise,New Business,Qualification,0.0,Account_1642,Opportunity_1642,Rep_30,Mobile,Referral
00Q000000000001643,2024-07-18 10:16:21.705135,2024-07-26 10:16:21.705135,2024-08-02 10:16:21.705135,,2024-08-02 10:16:21.705135,Marketing,Mid Market,New Business,Proposal,0.0,Account_1643,Opportunity_1643,Rep_18,Integrations,Cold Call
00Q000000000001644,2023-08-24 10:16:21.705135,2023-08-31 10:16:21.705135,,,,Success,SMB,Expansion,Qualification,0.0,Account_1644,Opportunity_1644,Rep_13,Integrations,Event
00Q000000000001645,2024-01-13 10:16:21.705135,2024-01-16 10:16:21.705135,,,,Channel,Mid Market,New Business,Proposal,0.0,Account_1645,Opportunity_1645,Rep_22,Platform,Cold Call
00Q000000000001646,2024-10-12 10:16:21.705135,2024-10-23 10:16:21.705135,,,,Channel,Mid Market,Expansion,Proposal,0.0,Account_1646,Opportunity_1646,Rep_26,Platform,Referral
00Q000000000001647,2025-02-13 10:16:21.705135,,,,,Channel,SMB,Expansion,Prospecting,0.0,Account_1647,Opportunity_1647,Rep_07,Platform,Cold Call
00Q000000000001648,2025-04-20 10:16:21.705135,2025-05-01 10:16:21.705135,,,,AE,Enterprise,New Business,Qualification,0.0,Account_1648,Opportunity_1648,Rep_30,Integrations,Cold Call
00Q000000000001649,2023-10-21 10:16:21.705135,2023-10-31 10:16:21.705135,,,,BDR,Mid Market,Expansion,Proposal,0.0,Account_1649,Opportunity_1649,Rep_11,Integrations,Website
00Q000000000001650,2024-09-03 10:16:21.705135,2024-09-08 10:16:21.705135,2024-09-18 10:16:21.705135,2024-10-22 10:16:21.705135,2024-09-18 10:16:21.705135,AE,Enterprise,New Business,Closed Won,407872.0,Account_1650,Opportunity_1650,Rep_06,Integrations,Referral
00Q000000000001651,2024-01-18 10:16:21.705135,2024-01-23 10:16:21.705135,2024-02-10 10:16:21.705135,,2024-02-10 10:16:21.705135,AE,Enterprise,Expansion,Proposal,0.0,Account_1651,Opportunity_1651,Rep_06,Mobile,Website
00Q000000000001652,2024-06-25 10:16:21.705135,,,,,Success,Mid Market,Expansion,Prospecting,0.0,Account_1652,Opportunity_1652,Rep_22,Platform,Cold Call
00Q000000000001653,2024-04-30 10:16:21.705135,,,,,BDR,Enterprise,Expansion,Qualification,0.0,Account_1653,Opportunity_1653,Rep_30,Integrations,Partner
00Q000000000001654,2023-09-04 10:16:21.705135,2023-09-15 10:16:21.705135,2023-10-06 10:16:21.705135,,2023-10-06 10:16:21.705135,AE,Enterprise,New Business,Proposal,0.0,Account_1654,Opportunity_1654,Rep_01,Mobile,Event
00Q000000000001655,2025-06-08 10:16:21.705135,2025-06-12 10:16:21.705135,2025-06-12 10:16:21.705135,,2025-06-12 10:16:21.705135,AE,Enterprise,Expansion,Proposal,0.0,Account_1655,Opportunity_1655,Rep_14,Mobile,Website
00Q000000000001656,2024-12-15 10:16:21.705135,2024-12-27 10:16:21.705135,,,,BDR,SMB,New Business,Qualification,0.0,Account_1656,Opportunity_1656,Rep_42,Mobile,Partner
00Q000000000001657,2025-04-07 10:16:21.705135,2025-04-15 10:16:21.705135,,,,Channel,Mid Market,Expansion,Qualification,0.0,Account_1657,Opportunity_1657,Rep_25,Platform,Website
00Q000000000001658,2023-09-14 10:16:21.705135,2023-09-21 10:16:21.705135,2023-10-09 10:16:21.705135,,2023-10-09 10:16:21.705135,Success,Mid Market,Expansion,Proposal,0.0,Account_1658,Opportunity_1658,Rep_04,Platform,Partner
00Q000000000001659,2024-08-15 10:16:21.705135,2024-08-22 10:16:21.705135,,,,BDR,Mid Market,Expansion,Qualification,0.0,Account_1659,Opportunity_1659,Rep_46,Platform,Referral
00Q000000000001660,2025-02-18 10:16:21.705135,2025-02-22 10:16:21.705135,2025-03-05 10:16:21.705135,2025-03-07 10:16:21.705135,2025-03-05 10:16:21.705135,BDR,Mid Market,Expansion,Closed Lost,0.0,Account_1660,Opportunity_1660,Rep_22,Mobile,Website
00Q000000000001661,2024-02-24 10:16:21.705135,,,,,Marketing,Enterprise,Expansion,Qualification,0.0,Account_1661,Opportunity_1661,Rep_21,Mobile,Referral
00Q000000000001662,2024-08-19 10:16:21.705135,,,,,AE,Mid Market,Expansion,Prospecting,0.0,Account_1662,Opportunity_1662,Rep_41,Platform,Partner
00Q000000000001663,2025-07-04 10:16:21.705135,2025-07-07 10:16:21.705135,2025-07-16 10:16:21.705135,,2025-07-16 10:16:21.705135,Success,Enterprise,New Business,Proposal,0.0,Account_1663,Opportunity_1663,Rep_03,Integrations,Cold Call
00Q000000000001664,2025-06-08 10:16:21.705135,,,,,BDR,Enterprise,Expansion,Prospecting,0.0,Account_1664,Opportunity_1664,Rep_01,Platform,Website
00Q000000000001665,2023-10-14 10:16:21.705135,2023-10-21 10:16:21.705135,,,,Channel,SMB,Expansion,Qualification,0.0,Account_1665,Opportunity_1665,Rep_30,Mobile,Partner
00Q000000000001666,2025-02-04 10:16:21.705135,2025-02-12 10:16:21.705135,2025-03-02 10:16:21.705135,2025-03-13 10:16:21.705135,2025-03-02 10:16:21.705135,Marketing,SMB,Expansion,Closed Lost,0.0,Account_1666,Opportunity_1666,Rep_03,Platform,Referral
00Q000000000001667,2024-09-17 10:16:21.705135,2024-10-01 10:16:21.705135,,,,Success,SMB,Expansion,Qualification,0.0,Account_1667,Opportunity_1667,Rep_12,Platform,Event
00Q000000000001668,2024-10-31 10:16:21.705135,2024-11-14 10:16:21.705135,,,,AE,Enterprise,New Business,Qualification,0.0,Account_1668,Opportunity_1668,Rep_23,Platform,Referral
00Q000000000001669,2025-07-15 10:16:21.705135,2025-07-15 10:16:21.705135,,,,Success,SMB,New Business,Proposal,0.0,Account_1669,Opportunity_1669,Rep_47,Integrations,Referral
00Q000000000001670,2023-09-23 10:16:21.705135,2023-10-07 10:16:21.705135,2023-10-10 10:16:21.705135,2023-12-11 10:16:21.705135,2023-10-10 10:16:21.705135,Marketing,SMB,New Business,Closed Won,12994.0,Account_1670,Opportunity_1670,Rep_07,Platform,Partner
00Q000000000001671,2024-10-05 10:16:21.705135,,,,,Success,Mid Market,New Business,Qualification,0.0,Account_1671,Opportunity_1671,Rep_21,Integrations,Cold Call
00Q000000000001672,2025-06-21 10:16:21.705135,2025-06-23 10:16:21.705135,2025-06-26 10:16:21.705135,,2025-06-26 10:16:21.705135,Marketing,SMB,Expansion,Proposal,0.0,Account_1672,Opportunity_1672,Rep_35,Integrations,Partner
00Q000000000001673,2024-02-22 10:16:21.705135,,,,,Success,SMB,Expansion,Qualification,0.0,Account_1673,Opportunity_1673,Rep_18,Mobile,Event
00Q000000000001674,2023-09-08 10:16:21.705135,2023-09-16 10:16:21.705135,,,,BDR,Enterprise,New Business,Proposal,0.0,Account_1674,Opportunity_1674,Rep_36,Platform,Partner
00Q000000000001675,2024-05-12 10:16:21.705135,2024-05-22 10:16:21.705135,2024-05-29 10:16:21.705135,,2024-05-29 10:16:21.705135,Channel,Enterprise,New Business,Proposal,0.0,Account_1675,Opportunity_1675,Rep_18,Mobile,Event
00Q000000000001676,2025-05-16 10:16:21.705135,,,,,AE,SMB,New Business,Prospecting,0.0,Account_1676,Opportunity_1676,Rep_27,Mobile,Partner
00Q000000000001677,2025-03-23 10:16:21.705135,2025-04-03 10:16:21.705135,,,,BDR,SMB,New Business,Qualification,0.0,Account_1677,Opportunity_1677,Rep_03,Integrations,Referral
00Q000000000001678,2023-09-05 10:16:21.705135,,,,,BDR,Enterprise,New Business,Prospecting,0.0,Account_1678,Opportunity_1678,Rep_46,Mobile,Cold Call
00Q000000000001679,2024-07-17 10:16:21.705135,2024-07-19 10:16:21.705135,2024-07-22 10:16:21.705135,,2024-07-22 10:16:21.705135,Success,Enterprise,New Business,Proposal,0.0,Account_1679,Opportunity_1679,Rep_06,Mobile,Event
00Q000000000001680,2023-09-02 10:16:21.705135,2023-09-08 10:16:21.705135,,,,Marketing,Mid Market,New Business,Qualification,0.0,Account_1680,Opportunity_1680,Rep_30,Mobile,Event
00Q000000000001681,2024-08-26 10:16:21.705135,2024-08-27 10:16:21.705135,2024-09-03 10:16:21.705135,,2024-09-03 10:16:21.705135,Success,SMB,New Business,Proposal,0.0,Account_1681,Opportunity_1681,Rep_06,Mobile,Website
00Q000000000001682,2024-11-07 10:16:21.705135,,,,,AE,Enterprise,New Business,Prospecting,0.0,Account_1682,Opportunity_1682,Rep_02,Mobile,Referral
00Q000000000001683,2025-01-20 10:16:21.705135,2025-01-21 10:16:21.705135,2025-02-02 10:16:21.705135,,2025-02-02 10:16:21.705135,Success,Enterprise,Expansion,Proposal,0.0,Account_1683,Opportunity_1683,Rep_04,Mobile,Cold Call
00Q000000000001684,2025-02-05 10:16:21.705135,2025-02-18 10:16:21.705135,2025-03-02 10:16:21.705135,,2025-03-02 10:16:21.705135,AE,Mid Market,Expansion,Proposal,0.0,Account_1684,Opportunity_1684,Rep_37,Integrations,Cold Call
00Q000000000001685,2024-07-20 10:16:21.705135,2024-07-24 10:16:21.705135,2024-08-01 10:16:21.705135,,2024-08-01 10:16:21.705135,Channel,Mid Market,Expansion,Proposal,0.0,Account_1685,Opportunity_1685,Rep_39,Platform,Referral
00Q000000000001686,2025-02-16 10:16:21.705135,2025-02-16 10:16:21.705135,,,,BDR,Enterprise,New Business,Proposal,0.0,Account_1686,Opportunity_1686,Rep_11,Mobile,Referral
00Q000000000001687,2024-10-02 10:16:21.705135,2024-10-03 10:16:21.705135,,,,Channel,Mid Market,Expansion,Qualification,0.0,Account_1687,Opportunity_1687,Rep_42,Integrations,Event
00Q000000000001688,2024-04-13 10:16:21.705135,2024-04-14 10:16:21.705135,2024-04-30 10:16:21.705135,2024-05-05 10:16:21.705135,2024-04-30 10:16:21.705135,Success,Mid Market,New Business,Closed Won,87872.0,Account_1688,Opportunity_1688,Rep_27,Platform,Referral
00Q000000000001689,2024-05-29 10:16:21.705135,2024-06-09 10:16:21.705135,,,,Success,Mid Market,New Business,Proposal,0.0,Account_1689,Opportunity_1689,Rep_22,Platform,Referral
00Q000000000001690,2024-04-29 10:16:21.705135,2024-05-01 10:16:21.705135,2024-05-22 10:16:21.705135,,2024-05-22 10:16:21.705135,AE,Enterprise,Expansion,Proposal,0.0,Account_1690,Opportunity_1690,Rep_45,Platform,Website
00Q000000000001691,2023-10-04 10:16:21.705135,2023-10-09 10:16:21.705135,2023-10-25 10:16:21.705135,,2023-10-25 10:16:21.705135,Marketing,Mid Market,Expansion,Proposal,0.0,Account_1691,Opportunity_1691,Rep_45,Integrations,Event
00Q000000000001692,2024-12-08 10:16:21.705135,2024-12-15 10:16:21.705135,2024-12-23 10:16:21.705135,2025-03-14 10:16:21.705135,2024-12-23 10:16:21.705135,Marketing,Enterprise,New Business,Closed Won,239001.0,Account_1692,Opportunity_1692,Rep_24,Integrations,Cold Call
00Q000000000001693,2024-04-18 10:16:21.705135,2024-05-02 10:16:21.705135,2024-05-18 10:16:21.705135,,2024-05-18 10:16:21.705135,BDR,Mid Market,Expansion,Proposal,0.0,Account_1693,Opportunity_1693,Rep_22,Mobile,Event
00Q000000000001694,2023-08-07 10:16:21.705135,2023-08-21 10:16:21.705135,,,,Channel,SMB,New Business,Proposal,0.0,Account_1694,Opportunity_1694,Rep_12,Mobile,Partner
00Q000000000001695,2023-12-09 10:16:21.705135,2023-12-14 10:16:21.705135,2023-12-26 10:16:21.705135,,2023-12-26 10:16:21.705135,AE,Enterprise,New Business,Negotiation,0.0,Account_1695,Opportunity_1695,Rep_30,Mobile,Referral
00Q000000000001696,2024-03-17 10:16:21.705135,2024-03-28 10:16:21.705135,2024-03-31 10:16:21.705135,,2024-03-31 10:16:21.705135,Channel,Enterprise,Expansion,Negotiation,0.0,Account_1696,Opportunity_1696,Rep_42,Integrations,Partner
00Q000000000001697,2024-02-01 10:16:21.705135,,,,,Channel,Mid Market,Expansion,Prospecting,0.0,Account_1697,Opportunity_1697,Rep_14,Integrations,Website
00Q000000000001698,2024-10-21 10:16:21.705135,2024-10-24 10:16:21.705135,2024-11-07 10:16:21.705135,,2024-11-07 10:16:21.705135,Marketing,Enterprise,New Business,Proposal,0.0,Account_1698,Opportunity_1698,Rep_34,Mobile,Referral
00Q000000000001699,2023-12-08 10:16:21.705135,2023-12-09 10:16:21.705135,,,,BDR,Enterprise,Expansion,Proposal,0.0,Account_1699,Opportunity_1699,Rep_24,Integrations,Event
